contrast	rank	junction_id	gene	lsv	side	anchor	junction	chrom	start	end	strand	mean_lsv_total	psi_ctl	psi_mid	psi_treated	dpsi	dpsi_dedup	slope	test	p	padj	consistent	hit	psi_Hek_control_1	psi_Hek_control_2	psi_Hek_control_3	psi_CADM1_1nM-1	psi_CADM1_1nM-2	psi_CADM1_1nM-3	psi_CADM1_100nM-1	psi_CADM1_100nM-2	psi_CADM1_100nM-3	n_Hek_control_1	n_Hek_control_2	n_Hek_control_3	n_CADM1_1nM-1	n_CADM1_1nM-2	n_CADM1_1nM-3	n_CADM1_100nM-1	n_CADM1_100nM-2	n_CADM1_100nM-3
cadm1_dose		chr19:RANBP3:t:5928087|19:5928087-5931418:-	RANBP3	chr19:RANBP3:t:5928087	t	5928087	19:5928087-5931418:-	19	5928087	5931418	-	157.3	0.487	0.474	0.382	-0.105	-0.082	-0.044	ols_slope	0.27907741269656805	0.8930477206290177	1	0	0.462	0.378	0.602	0.408	0.462	0.598	0.391	0.328	0.459	93	196	206	169	182	107	169	183	111
cadm1_dose		chrX:CCNQ:s:153592505|X:153588394-153592505:-	CCNQ	chrX:CCNQ:s:153592505	s	153592505	X:153588394-153592505:-	X	153588394	153592505	-	110.1	0.458	0.34	0.353	-0.105	-0.108	-0.0473	ols_slope	0.39441493170547637	0.9155331057204849	0	0	0.278	0.469	0.555	0.374	0.444	0.174	0.344	0.218	0.455	72	143	119	115	144	115	93	78	112
cadm1_dose		chrX:CITED1:t:72302934|X:72302934-72307024:-	CITED1	chrX:CITED1:t:72302934	t	72302934	X:72302934-72307024:-	X	72302934	72307024	-	236.0	0.499	0.519	0.391	-0.108	-0.098	-0.0619	ols_slope	0.1705121259715239	0.8213917466155131	0	0	0.556	0.407	0.556	0.57	0.366	0.577	0.489	0.351	0.308	214	295	259	193	164	265	282	231	221
cadm1_dose		chr17:DUS1L:s:82058780|17:82058416-82058780:-	DUS1L	chr17:DUS1L:s:82058780	s	82058780	17:82058416-82058780:-	17	82058416	82058780	-	145.0	0.909	0.921	0.799	-0.11	-0.045	-0.0541	ols_slope	0.12267513426142716	0.8098539820805224	0	0	0.908	0.957	0.863	0.824	1.0	0.926	0.876	0.808	0.719	130	185	190	91	104	122	161	151	171
cadm1_dose		chr12:SFSWAP:t:131766117|12:131756644-131766117:+	SFSWAP	chr12:SFSWAP:t:131766117	t	131766117	12:131756644-131766117:+	12	131756644	131766117	+	167.9	0.307	0.141	0.196	-0.111	-0.127	-0.0617	ols_slope	0.1272581042744804	0.8098539820805224	0	0	0.279	0.245	0.424	0.138	0.157	0.123	0.124	0.255	0.198	219	229	177	152	159	122	129	157	167
cadm1_dose		chr5:ATOX1:s:151758545|5:151751779-151758545:-	ATOX1	chr5:ATOX1:s:151758545	s	151758545	5:151751779-151758545:-	5	151751779	151758545	-	100.0	0.945	0.934	0.831	-0.114	-0.045	-0.0641	ols_slope	0.1196345300485024	0.8098539820805224	1	0	0.984	0.949	0.925	0.852	0.971	1.0	0.855	0.679	0.94	64	98	147	108	104	77	138	81	83
cadm1_dose		chr4:GAR1:t:109817935|4:109816378-109817935:+	GAR1	chr4:GAR1:t:109817935	t	109817935	4:109816378-109817935:+	4	109816378	109817935	+	126.2	0.942	0.825	0.828	-0.114	-0.052	-0.0607	ols_slope	0.05763831696950671	0.8098539820805224	0	0	0.969	1.0	0.873	0.827	0.741	0.906	0.819	0.836	0.823	97	176	189	139	116	117	83	140	79
cadm1_dose		chr12:C12orf57:t:6945770|12:6944565-6945770:+	C12orf57	chr12:C12orf57:t:6945770	t	6945770	12:6944565-6945770:+	12	6944565	6945770	+	110.4	0.282	0.221	0.168	-0.114	-0.105	-0.0591	ols_slope	0.2447884771537366	0.8520392980911292	1	0	0.207	0.31	0.314	0.37	0.012	0.211	0.21	0.047	0.219	92	113	118	119	81	90	124	106	151
cadm1_dose		chr5:NOP16:s:176385220|5:176384283-176385220:-	NOP16	chr5:NOP16:s:176385220	s	176385220	5:176384283-176385220:-	5	176384283	176385220	-	256.1	0.375	0.273	0.26	-0.115	-0.165	-0.0536	ols_slope	0.1363470085466023	0.8098539820805224	1	0	0.381	0.324	0.442	0.255	0.337	0.209	0.387	0.197	0.241	210	321	231	243	282	211	194	290	323
cadm1_dose		chr4:PCGF3:s:731110|4:731110-732399:+	PCGF3	chr4:PCGF3:s:731110	s	731110	4:731110-732399:+	4	731110	732399	+	127.4	0.187	0.105	0.07	-0.117	-0.037	-0.0822	ols_slope	0.11399098276212678	0.8098539820805224	1	0	0.431	0.045	0.224	0.115	0.063	0.135	0.124	0.017	0.065	72	176	201	148	111	111	121	115	92
cadm1_dose		chr16:INO80E:s:30001040|16:30001040-30005220:+	INO80E	chr16:INO80E:s:30001040	s	30001040	16:30001040-30005220:+	16	30001040	30005220	+	122.9	0.455	0.481	0.338	-0.117	-0.101	-0.0734	ols_slope	0.2642488797757123	0.8901014897708205	0	0	0.517	0.306	0.565	0.575	0.37	0.468	0.484	0.092	0.37	120	157	147	153	119	79	93	76	162
cadm1_dose		chr7:GGCT:t:30498938|7:30498938-30500535:-	GGCT	chr7:GGCT:t:30498938	t	30498938	7:30498938-30500535:-	7	30498938	30500535	-	121.2	0.256	0.151	0.137	-0.118	-0.052	-0.0616	ols_slope	0.03720849474510482	0.7924020313288396	1	0	0.324	0.225	0.222	0.086	0.227	0.177	0.169	0.075	0.156	139	111	176	163	110	79	124	93	96
cadm1_dose		chr10:STK32C:t:132330485|10:132330485-132331435:-	STK32C	chr10:STK32C:t:132330485	t	132330485	10:132330485-132331435:-	10	132330485	132331435	-	182.7	0.788	0.698	0.667	-0.121	-0.09	-0.0587	ols_slope	0.12401660758752722	0.8098539820805224	1	0	0.785	0.764	0.814	0.81	0.599	0.655	0.56	0.743	0.707	158	182	194	210	142	220	191	183	164
cadm1_dose		chr16:ATXN2L:s:28836122|16:28836122-28836727:+	ATXN2L	chr16:ATXN2L:s:28836122	s	28836122	16:28836122-28836727:+	16	28836122	28836727	+	109.1	0.685	0.622	0.563	-0.122	-0.011	-0.0713	ols_slope	0.08374312160377795	0.8098539820805224	1	0	0.744	0.613	0.701	0.612	0.545	0.688	0.59	0.398	0.643	90	106	144	103	66	93	144	93	143
cadm1_dose		chr4:PCGF3:t:733671|4:732498-733671:+	PCGF3	chr4:PCGF3:t:733671	t	733671	4:732498-733671:+	4	732498	733671	+	123.7	0.176	0.152	0.054	-0.122	-0.058	-0.0863	ols_slope	0.11264601227655557	0.8098539820805224	1	0	0.431	0.057	0.189	0.134	0.063	0.272	0.054	0.061	0.044	72	176	185	149	111	103	112	115	90
cadm1_dose		chr6:HDDC2:t:125292909|6:125292909-125300537:-	HDDC2	chr6:HDDC2:t:125292909	t	125292909	6:125292909-125300537:-	6	125292909	125300537	-	135.1	0.769	0.698	0.647	-0.122	-0.059	-0.0706	ols_slope	0.15546022662126588	0.8098539820805224	1	0	0.733	0.685	0.923	0.577	0.75	0.831	0.703	0.68	0.534	101	219	143	137	140	71	165	122	118
cadm1_dose		chr8:CYRIB:s:129939607|8:129904585-129939607:-	CYRIB	chr8:CYRIB:s:129939607	s	129939607	8:129904585-129939607:-	8	129904585	129939607	-	148.7	0.681	0.604	0.556	-0.125	-0.116	-0.0633	ols_slope	0.3119786561894241	0.9150517798418184	1	0	0.692	0.779	0.567	0.646	0.604	0.5	0.288	0.697	0.674	130	190	178	178	144	72	146	165	135
cadm1_dose		chr5:CSNK1A1:t:149496860|5:149496860-149505482:-	CSNK1A1	chr5:CSNK1A1:t:149496860	t	149496860	5:149496860-149505482:-	5	149496860	149505482	-	167.8	0.415	0.34	0.286	-0.129	-0.13	-0.0719	ols_slope	0.1182414468649788	0.8098539820805224	1	0	0.395	0.39	0.483	0.344	0.125	0.451	0.23	0.297	0.311	157	205	120	183	104	195	139	172	235
cadm1_dose		chr9:NTMT1:s:129626295|9:129626295-129634053:+	NTMT1	chr9:NTMT1:s:129626295	s	129626295	9:129626295-129634053:+	9	129626295	129634053	+	106.4	0.25	0.126	0.121	-0.129	-0.1	-0.0526	ols_slope	0.22610421989401946	0.8520392980911292	1	0	0.161	0.392	0.144	0.142	0.037	0.173	0.047	0.161	0.173	87	148	125	134	81	110	107	62	104
cadm1_dose		chr5:TAF9:t:69366595|5:69366595-69369656:-	TAF9	chr5:TAF9:t:69366595	t	69366595	5:69366595-69369656:-	5	69366595	69369656	-	158.8	0.223	0.164	0.089	-0.134	-0.055	-0.0672	ols_slope	0.015756688592568933	0.7924020313288396	1	0	0.196	0.232	0.229	0.144	0.121	0.277	0.124	0.064	0.066	97	164	179	208	198	112	194	125	152
cadm1_dose		chr9:NTMT1:t:129634053|9:129626295-129634053:+	NTMT1	chr9:NTMT1:t:129634053	t	129634053	9:129626295-129634053:+	9	129626295	129634053	+	110.7	0.239	0.134	0.105	-0.134	-0.085	-0.0571	ols_slope	0.15104900562859647	0.8098539820805224	1	0	0.126	0.354	0.178	0.157	0.031	0.218	0.051	0.139	0.126	111	164	101	121	98	87	99	72	143
cadm1_dose		chr1:RPL22:t:6197756|1:6197756-6199369:-	RPL22	chr1:RPL22:t:6197756	t	6197756	1:6197756-6199369:-	1	6197756	6199369	-	297.0	0.174	0.071	0.039	-0.136	-0.104	-0.0687	ols_slope	0.021592387237922072	0.7924020313288396	1	0	0.077	0.263	0.176	0.112	0.056	0.046	0.019	0.025	0.06	311	331	323	267	324	260	212	280	365
cadm1_dose		chr10:CDC123:s:12246277|10:12246277-12249580:+	CDC123	chr10:CDC123:s:12246277	s	12246277	10:12246277-12249580:+	10	12246277	12249580	+	104.2	0.883	0.86	0.747	-0.136	-0.077	-0.0798	ols_slope	0.04817026257800539	0.8098539820805224	1	0	0.942	0.784	0.974	0.824	0.83	0.971	0.74	0.685	0.796	69	111	77	136	88	69	123	108	157
cadm1_dose		chr19:LSM14A:s:34209051|19:34209051-34215595:+	LSM14A	chr19:LSM14A:s:34209051	s	34209051	19:34209051-34215595:+	19	34209051	34215595	+	147.4	0.401	0.309	0.265	-0.137	-0.068	-0.0728	ols_slope	0.13583479552079836	0.8098539820805224	1	0	0.508	0.272	0.491	0.262	0.417	0.291	0.274	0.4	0.16	130	180	106	145	84	134	219	135	194
cadm1_dose		chr19:USF2:t:35270446|19:35270003-35270446:+	USF2	chr19:USF2:t:35270446	t	35270446	19:35270003-35270446:+	19	35270003	35270446	+	176.9	0.536	0.548	0.396	-0.14	-0.082	-0.0707	ols_slope	0.1536890141520278	0.8098539820805224	0	0	0.595	0.54	0.485	0.706	0.475	0.477	0.405	0.28	0.511	185	274	235	143	179	132	153	150	141
cadm1_dose		chr8:RPL8:t:144791307|8:144791307-144791370:-	RPL8	chr8:RPL8:t:144791307	t	144791307	8:144791307-144791370:-	8	144791307	144791370	-	275.7	0.923	0.785	0.778	-0.145	-0.128	-0.0682	ols_slope	0.0340546401375027	0.7924020313288396	1	0	0.892	0.947	0.915	0.791	0.801	0.753	0.874	0.778	0.694	260	492	519	234	241	158	182	189	206
cadm1_dose		chr12:NOP2:s:6566528|12:6566336-6566528:-	NOP2	chr12:NOP2:s:6566528	s	6566528	12:6566336-6566528:-	12	6566336	6566528	-	111.4	0.63	0.443	0.483	-0.148	-0.062	-0.0755	ols_slope	0.11017120658714362	0.8098539820805224	0	0	0.615	0.62	0.658	0.34	0.464	0.518	0.521	0.347	0.571	135	92	111	97	168	83	121	98	98
cadm1_dose		chr9:ENTR1:s:136410089|9:136409067-136410089:-	ENTR1	chr9:ENTR1:s:136410089	s	136410089	9:136409067-136410089:-	9	136409067	136410089	-	103.9	0.372	0.272	0.214	-0.158	-0.095	-0.1011	ols_slope	0.09312698085656075	0.8098539820805224	1	0	0.253	0.641	0.325	0.345	0.153	0.315	0.244	0.217	0.15	99	64	114	139	118	92	160	69	80
cadm1_dose		chr1:POLR3GL:t:145977482|1:145975436-145977482:+	POLR3GL	chr1:POLR3GL:t:145977482	t	145977482	1:145975436-145977482:+	1	145975436	145977482	+	162.3	0.286	0.23	0.125	-0.16	-0.1	-0.0851	ols_slope	0.047454865695776706	0.8098539820805224	1	0	0.354	0.348	0.152	0.21	0.183	0.292	0.112	0.02	0.211	175	164	165	167	175	192	169	102	152
cadm1_dose		chr19:UBA52:t:18573292|19:18571909-18573292:+	UBA52	chr19:UBA52:t:18573292	t	18573292	19:18571909-18573292:+	19	18571909	18573292	+	167.3	0.478	0.339	0.315	-0.163	-0.168	-0.0766	ols_slope	0.11351945212923696	0.8098539820805224	1	0	0.542	0.452	0.462	0.301	0.371	0.351	0.15	0.357	0.49	153	208	262	193	175	134	140	143	98
cadm1_dose		chr17:NARF:t:82483715|17:82481211-82483715:+	NARF	chr17:NARF:t:82483715	t	82483715	17:82481211-82483715:+	17	82481211	82483715	+	117.8	0.831	0.712	0.667	-0.164	-0.185	-0.0814	ols_slope	0.06789825624545862	0.8098539820805224	1	0	0.746	0.846	0.881	0.59	0.713	0.835	0.662	0.757	0.566	118	104	168	122	136	121	77	115	99
cadm1_dose		chr11:SF1:s:64766899|11:64765518-64766899:-	SF1	chr11:SF1:s:64766899	s	64766899	11:64765518-64766899:-	11	64765518	64766899	-	148.6	0.74	0.496	0.576	-0.165	-0.106	-0.0802	ols_slope	0.10330501958128241	0.8098539820805224	0	0	0.661	0.842	0.704	0.421	0.535	0.535	0.575	0.578	0.573	118	146	152	164	157	157	120	180	143
cadm1_dose		chrX:MECP2:t:154032557|X:154032557-154097603:-	MECP2	chrX:MECP2:t:154032557	t	154032557	X:154032557-154097603:-	X	154032557	154097603	-	169.4	0.472	0.361	0.307	-0.165	-0.173	-0.0882	ols_slope	0.06318388360097717	0.8098539820805224	1	0	0.617	0.328	0.52	0.453	0.386	0.277	0.329	0.25	0.358	115	183	200	117	197	188	210	192	123
cadm1_dose		chr16:MRPL28:t:370225|16:370225-370443:-	MRPL28	chr16:MRPL28:t:370225	t	370225	16:370225-370443:-	16	370225	370443	-	103.7	0.26	0.059	0.091	-0.169	-0.144	-0.0837	ols_slope	0.0311480334399907	0.7924020313288396	0	0	0.288	0.244	0.267	0.0	0.156	0.049	0.075	0.109	0.113	52	160	165	112	77	82	159	46	80
cadm1_dose		chr1:NASP:s:45606591|1:45606591-45607320:+	NASP	chr1:NASP:s:45606591	s	45606591	1:45606591-45607320:+	1	45606591	45607320	+	132.1	0.384	0.367	0.209	-0.176	-0.091	-0.0853	ols_slope	0.13045762435927147	0.8098539820805224	1	0	0.346	0.463	0.324	0.589	0.21	0.357	0.247	0.199	0.175	133	147	105	90	119	140	166	146	143
cadm1_dose		chr9:TMEM141:s:136791424|9:136791424-136791710:+	TMEM141	chr9:TMEM141:s:136791424	s	136791424	9:136791424-136791710:+	9	136791424	136791710	+	104.8	0.702	0.712	0.521	-0.181	-0.133	-0.0904	ols_slope	0.044736928053417356	0.8098539820805224	0	0	0.68	0.825	0.61	0.664	0.758	0.725	0.479	0.6	0.493	75	114	136	107	91	80	96	100	144
cadm1_dose		chr7:SRRT:s:100885040|7:100885040-100885212:+	SRRT	chr7:SRRT:s:100885040	s	100885040	7:100885040-100885212:+	7	100885040	100885212	+	152.1	0.714	0.52	0.526	-0.188	-0.173	-0.0939	ols_slope	0.0211217341350054	0.7924020313288396	0	0	0.727	0.68	0.744	0.596	0.442	0.509	0.574	0.539	0.475	121	181	160	141	120	114	136	219	177
cadm1_dose		chrX:MECP2:s:154097603|X:154032557-154097603:-	MECP2	chrX:MECP2:s:154097603	s	154097603	X:154032557-154097603:-	X	154032557	154097603	-	160.3	0.516	0.375	0.319	-0.198	-0.232	-0.0952	ols_slope	0.03454332501296797	0.7924020313288396	1	0	0.546	0.373	0.634	0.469	0.347	0.344	0.325	0.267	0.389	130	161	164	113	219	151	212	180	113
cadm1_dose		chr1:POLR3GL:s:145975436|1:145975436-145977482:+	POLR3GL	chr1:POLR3GL:s:145975436	s	145975436	1:145975436-145977482:+	1	145975436	145977482	+	122.0	0.389	0.287	0.177	-0.212	-0.138	-0.1114	ols_slope	0.0256338459709797	0.7924020313288396	1	0	0.466	0.442	0.231	0.259	0.271	0.318	0.171	0.029	0.271	133	129	108	135	118	176	111	70	118
cadm1_dose		chr16:TNRC6A:s:24729846|16:24729846-24730252:+	TNRC6A	chr16:TNRC6A:s:24729846	s	24729846	16:24729846-24730252:+	16	24729846	24730252	+	132.1	0.753	0.731	0.46	-0.293	-0.3	-0.1353	ols_slope	0.01337233241459648	0.7924020313288396	1	0	0.652	0.844	0.758	0.696	0.752	0.761	0.368	0.505	0.57	92	96	120	181	141	109	185	186	79
cadm1_dose		chr16:TNRC6A:t:24750725|16:24730300-24750725:+	TNRC6A	chr16:TNRC6A:t:24750725	t	24750725	16:24730300-24750725:+	16	24730300	24750725	+	124.4	0.776	0.738	0.458	-0.318	-0.297	-0.163	ols_slope	0.005160636899728927	0.7924020313288396	1	0	0.663	0.824	0.835	0.716	0.722	0.79	0.391	0.539	0.414	92	85	109	162	126	105	192	191	58
