comparison	gene_id	symbol	mean_log2_reference	mean_log2_truseq	deviation_log2	direction	histone_replication_dependent	mrna_length_nt
TruSeq vs prime-seq	ENSG00000138495	COX17	6.001	8.287	2.401	over-represented in TruSeq	0	429
TruSeq vs prime-seq	ENSG00000138778	CENPE	7.92	4.17	-3.634	under-represented in TruSeq	0	8039
TruSeq vs prime-seq	ENSG00000138801	PAPSS1	3.681	5.703	2.138	over-represented in TruSeq	0	2394
TruSeq vs prime-seq	ENSG00000139343	SNRPF	7.26	9.929	2.785	over-represented in TruSeq	0	459
TruSeq vs prime-seq	ENSG00000139618	BRCA2	6.811	3.307	-3.388	under-represented in TruSeq	0	8226
TruSeq vs prime-seq	ENSG00000139620	KANSL2	3.623	5.741	2.234	over-represented in TruSeq	0	1513
TruSeq vs prime-seq	ENSG00000139697	SBNO1	7.184	4.057	-3.012	under-represented in TruSeq	0	11006
TruSeq vs prime-seq	ENSG00000139718	SETD1B	5.736	3.294	-2.326	under-represented in TruSeq	0	8556
TruSeq vs prime-seq	ENSG00000139746	RBM26	8.782	6.614	-2.053	under-represented in TruSeq	0	3782
TruSeq vs prime-seq	ENSG00000139800	ZIC5	5.541	3.327	-2.098	under-represented in TruSeq	0	4497
TruSeq vs prime-seq	ENSG00000140350	ANP32A	6.841	9.599	2.874	over-represented in TruSeq	0	1369
TruSeq vs prime-seq	ENSG00000140386	SCAPER	6.353	3.086	-3.151	under-represented in TruSeq	0	2801
TruSeq vs prime-seq	ENSG00000140451	PIF1	5.566	3.185	-2.265	under-represented in TruSeq	0	1165
TruSeq vs prime-seq	ENSG00000141428	C18orf21	5.131	7.182	2.167	over-represented in TruSeq	0	890
TruSeq vs prime-seq	ENSG00000141449	GREB1L	5.739	3.583	-2.04	under-represented in TruSeq	0	7632
TruSeq vs prime-seq	ENSG00000141543	EIF4A3	6.751	8.943	2.308	over-represented in TruSeq	0	
TruSeq vs prime-seq	ENSG00000141756	FKBP10	5.158	7.302	2.259	over-represented in TruSeq	0	1927
TruSeq vs prime-seq	ENSG00000141933	TPGS1	2.559	4.465	2.022	over-represented in TruSeq	0	1696
TruSeq vs prime-seq	ENSG00000141965	FEM1A	6.9	4.285	-2.5	under-represented in TruSeq	0	9540
TruSeq vs prime-seq	ENSG00000141994	DUS3L	4.451	6.781	2.446	over-represented in TruSeq	0	847
TruSeq vs prime-seq	ENSG00000143147	GPR161	6.052	3.239	-2.697	under-represented in TruSeq	0	3627
TruSeq vs prime-seq	ENSG00000143158	MPC2	8.811	6.139	-2.556	under-represented in TruSeq	0	1930
TruSeq vs prime-seq	ENSG00000143190	POU2F1	6.763	3.086	-3.561	under-represented in TruSeq	0	12960
TruSeq vs prime-seq	ENSG00000143256	PFDN2	5.205	8.681	3.591	over-represented in TruSeq	0	594
TruSeq vs prime-seq	ENSG00000143315	PIGM	5.67	2.482	-3.073	under-represented in TruSeq	0	7038
TruSeq vs prime-seq	ENSG00000143322	ABL2	6.707	3.989	-2.602	under-represented in TruSeq	0	8826
TruSeq vs prime-seq	ENSG00000143373	ZNF687	2.364	4.772	2.524	over-represented in TruSeq	0	4109
TruSeq vs prime-seq	ENSG00000143418	CERS2	4.923	7.589	2.782	over-represented in TruSeq	0	1555
TruSeq vs prime-seq	ENSG00000143443	C1orf56	4.768	2.401	-2.251	under-represented in TruSeq	0	848
TruSeq vs prime-seq	ENSG00000143669	LYST	5.514	3.119	-2.28	under-represented in TruSeq	0	3503
TruSeq vs prime-seq	ENSG00000143776	CDC42BPA	7.319	4.855	-2.348	under-represented in TruSeq	0	5156
TruSeq vs prime-seq	ENSG00000143811	PYCR2	5.436	7.337	2.016	over-represented in TruSeq	0	1390
TruSeq vs prime-seq	ENSG00000143862	ARL8A	3.063	5.193	2.246	over-represented in TruSeq	0	1325
TruSeq vs prime-seq	ENSG00000143970	ASXL2	6.51	3.97	-2.424	under-represented in TruSeq	0	7220
TruSeq vs prime-seq	ENSG00000144218	AFF3	4.396	2.267	-2.013	under-represented in TruSeq	0	3195
TruSeq vs prime-seq	ENSG00000144306	SCRN3	3.382	5.357	2.091	over-represented in TruSeq	0	1692
TruSeq vs prime-seq	ENSG00000144426	NBEAL1	5.315	3.095	-2.104	under-represented in TruSeq	0	5042
TruSeq vs prime-seq	ENSG00000144674	GOLGA4	8.103	4.51	-3.477	under-represented in TruSeq	0	7408
TruSeq vs prime-seq	ENSG00000144791	LIMD1	6.712	4.417	-2.179	under-represented in TruSeq	0	5658
TruSeq vs prime-seq	ENSG00000145241	CENPC	5.956	3.689	-2.151	under-represented in TruSeq	0	3306
TruSeq vs prime-seq	ENSG00000145362	ANK2	5.034	2.566	-2.352	under-represented in TruSeq	0	7207
TruSeq vs prime-seq	ENSG00000145494	NDUFS6	7.369	9.281	2.028	over-represented in TruSeq	0	515
TruSeq vs prime-seq	ENSG00000145703	IQGAP2	6.124	3.529	-2.48	under-represented in TruSeq	0	5254
TruSeq vs prime-seq	ENSG00000145734	BDP1	8.557	4.262	-4.179	under-represented in TruSeq	0	11037
TruSeq vs prime-seq	ENSG00000145990	GFOD1	5.252	2.506	-2.631	under-represented in TruSeq	0	7904
TruSeq vs prime-seq	ENSG00000146247	PHIP	8.272	4.856	-3.3	under-represented in TruSeq	0	5583
TruSeq vs prime-seq	ENSG00000146414	SHPRH	6.742	4.409	-2.217	under-represented in TruSeq	0	4848
TruSeq vs prime-seq	ENSG00000146574	CCZ1B	4.986	6.905	2.035	over-represented in TruSeq	0	1004
TruSeq vs prime-seq	ENSG00000146592	CREB5	6.943	4.513	-2.315	under-represented in TruSeq	0	3985
TruSeq vs prime-seq	ENSG00000146676	PURB	5.403	2.689	-2.598	under-represented in TruSeq	0	9232
TruSeq vs prime-seq	ENSG00000147202	DIAPH2	5.512	3.024	-2.373	under-represented in TruSeq	0	5106
TruSeq vs prime-seq	ENSG00000147224	PRPS1	6.628	8.641	2.129	over-represented in TruSeq	0	1817
TruSeq vs prime-seq	ENSG00000147421	HMBOX1	5.658	2.026	-3.517	under-represented in TruSeq	0	1394
TruSeq vs prime-seq	ENSG00000147454	SLC25A37	6.797	4.391	-2.29	under-represented in TruSeq	0	3353
TruSeq vs prime-seq	ENSG00000147548	NSD3	9.145	5.44	-3.589	under-represented in TruSeq	0	3892
TruSeq vs prime-seq	ENSG00000147649	MTDH	9.559	7.029	-2.415	under-represented in TruSeq	0	3025
TruSeq vs prime-seq	ENSG00000148200	NR6A1	5.824	3.452	-2.256	under-represented in TruSeq	0	1553
TruSeq vs prime-seq	ENSG00000148690	FRA10AC1	6.736	4.508	-2.112	under-represented in TruSeq	0	1785
TruSeq vs prime-seq	ENSG00000148773	MKI67	8.999	5.706	-3.177	under-represented in TruSeq	0	11472
TruSeq vs prime-seq	ENSG00000148926	ADM	5.254	3.003	-2.136	under-represented in TruSeq	0	1270
TruSeq vs prime-seq	ENSG00000149187	CELF1	8.175	6.029	-2.03	under-represented in TruSeq	0	3110
TruSeq vs prime-seq	ENSG00000149294	NCAM1	6.193	3.444	-2.633	under-represented in TruSeq	0	4538
TruSeq vs prime-seq	ENSG00000149308	NPAT	6.247	4.125	-2.006	under-represented in TruSeq	0	4609
TruSeq vs prime-seq	ENSG00000149311	ATM	6.482	4.302	-2.065	under-represented in TruSeq	0	7177
TruSeq vs prime-seq	ENSG00000149328	GLB1L2	2.985	4.916	2.047	over-represented in TruSeq	0	3239
TruSeq vs prime-seq	ENSG00000149428	HYOU1	4.426	7.142	2.832	over-represented in TruSeq	0	4054
TruSeq vs prime-seq	ENSG00000149480	MTA2	5.031	7.707	2.792	over-represented in TruSeq	0	2303
TruSeq vs prime-seq	ENSG00000149532	CPSF7	4.784	6.981	2.312	over-represented in TruSeq	0	2984
TruSeq vs prime-seq	ENSG00000149716	LTO1	2.921	5.047	2.242	over-represented in TruSeq	0	1376
TruSeq vs prime-seq	ENSG00000149923	PPP4C	6.649	8.72	2.187	over-represented in TruSeq	0	1275
TruSeq vs prime-seq	ENSG00000150687	PRSS23	5.956	3.7	-2.14	under-represented in TruSeq	0	2487
TruSeq vs prime-seq	ENSG00000150907	FOXO1	6.044	2.43	-3.498	under-represented in TruSeq	0	1958
TruSeq vs prime-seq	ENSG00000151131	NOPCHAP1	7.139	4.96	-2.064	under-represented in TruSeq	0	1970
TruSeq vs prime-seq	ENSG00000151338	MIPOL1	5.428	3.235	-2.077	under-represented in TruSeq	0	2760
TruSeq vs prime-seq	ENSG00000151366	NDUFC2	6.811	9.512	2.817	over-represented in TruSeq	0	656
TruSeq vs prime-seq	ENSG00000151461	UPF2	7.283	4.701	-2.467	under-represented in TruSeq	0	4957
TruSeq vs prime-seq	ENSG00000151470	C4orf33	2.015	4.3	2.401	over-represented in TruSeq	0	2039
TruSeq vs prime-seq	ENSG00000151835	SACS	6.543	4.283	-2.144	under-represented in TruSeq	0	8459
TruSeq vs prime-seq	ENSG00000151849	CENPJ	6.252	4.106	-2.03	under-represented in TruSeq	0	2735
TruSeq vs prime-seq	ENSG00000151914	DST	7.575	5.022	-2.437	under-represented in TruSeq	0	6588
TruSeq vs prime-seq	ENSG00000152104	PTPN14	6.738	3.182	-3.441	under-represented in TruSeq	0	3965
TruSeq vs prime-seq	ENSG00000152192	POU4F1	6.456	3.428	-2.912	under-represented in TruSeq	0	4539
TruSeq vs prime-seq	ENSG00000152348	ATG10	4.978	2.235	-2.627	under-represented in TruSeq	0	1678
TruSeq vs prime-seq	ENSG00000152409	JMY	5.889	3.004	-2.769	under-represented in TruSeq	0	9094
TruSeq vs prime-seq	ENSG00000152413	HOMER1	6.418	4.109	-2.193	under-represented in TruSeq	0	1084
TruSeq vs prime-seq	ENSG00000152457	DCLRE1C	5.335	3.21	-2.01	under-represented in TruSeq	0	3624
TruSeq vs prime-seq	ENSG00000152818	UTRN	6.269	3.689	-2.464	under-represented in TruSeq	0	8328
TruSeq vs prime-seq	ENSG00000153006	SREK1IP1	8.136	4.727	-3.294	under-represented in TruSeq	0	629
TruSeq vs prime-seq	ENSG00000153395	LPCAT1	4.225	6.54	2.431	over-represented in TruSeq	0	3732
TruSeq vs prime-seq	ENSG00000153443	UBALD1	2.992	6.107	3.23	over-represented in TruSeq	0	1319
TruSeq vs prime-seq	ENSG00000153914	SREK1	8.454	6.148	-2.19	under-represented in TruSeq	0	3084
TruSeq vs prime-seq	ENSG00000154102	C16orf74	4.9	2.515	-2.269	under-represented in TruSeq	0	782
TruSeq vs prime-seq	ENSG00000154240	CEP112	5.108	2.713	-2.28	under-represented in TruSeq	0	2315
TruSeq vs prime-seq	ENSG00000154265	ABCA5	5.086	2.76	-2.211	under-represented in TruSeq	0	3673
TruSeq vs prime-seq	ENSG00000155034	FBXL18	5.707	3.151	-2.44	under-represented in TruSeq	0	7431
TruSeq vs prime-seq	ENSG00000155744	HYCC2	5.802	3.064	-2.623	under-represented in TruSeq	0	6369
TruSeq vs prime-seq	ENSG00000155846	PPARGC1B	5.836	3.263	-2.457	under-represented in TruSeq	0	9676
TruSeq vs prime-seq	ENSG00000155850	SLC26A2	5.794	3.62	-2.058	under-represented in TruSeq	0	7924
TruSeq vs prime-seq	ENSG00000156011	PSD3	5.579	2.658	-2.805	under-represented in TruSeq	0	9188
TruSeq vs prime-seq	ENSG00000156052	GNAQ	6.79	4.534	-2.14	under-represented in TruSeq	0	1063
TruSeq vs prime-seq	ENSG00000156650	KAT6B	5.994	3.64	-2.238	under-represented in TruSeq	0	
TruSeq vs prime-seq	ENSG00000156875	MFSD14A	3.287	5.851	2.68	over-represented in TruSeq	0	2778
TruSeq vs prime-seq	ENSG00000157500	APPL1	8.018	5.387	-2.516	under-represented in TruSeq	0	4911
TruSeq vs prime-seq	ENSG00000157657	ZNF618	6.424	3.698	-2.611	under-represented in TruSeq	0	8174
TruSeq vs prime-seq	ENSG00000157741	UBN2	6.482	3.212	-3.154	under-represented in TruSeq	0	12559
TruSeq vs prime-seq	ENSG00000157881	PANK4	2.737	4.938	2.316	over-represented in TruSeq	0	1114
TruSeq vs prime-seq	ENSG00000158195	WASF2	8.205	4.969	-3.12	under-represented in TruSeq	0	2768
TruSeq vs prime-seq	ENSG00000158270	COLEC12	5.244	2.918	-2.21	under-represented in TruSeq	0	5175
TruSeq vs prime-seq	ENSG00000158417	EIF5B	9.65	6.514	-3.021	under-represented in TruSeq	0	5158
TruSeq vs prime-seq	ENSG00000158623	COPG2	3.264	5.973	2.825	over-represented in TruSeq	0	2519
TruSeq vs prime-seq	ENSG00000158710	TAGLN2	7.036	9.126	2.206	over-represented in TruSeq	0	1444
TruSeq vs prime-seq	ENSG00000158773	USF1	4.702	6.813	2.227	over-represented in TruSeq	0	841
TruSeq vs prime-seq	ENSG00000159335	PTMS	6.038	8.672	2.75	over-represented in TruSeq	0	909
TruSeq vs prime-seq	ENSG00000159596	TMEM69	3.565	5.751	2.302	over-represented in TruSeq	0	1066
TruSeq vs prime-seq	ENSG00000160014	CALM3	6.766	9.583	2.933	over-represented in TruSeq	0	1680
TruSeq vs prime-seq	ENSG00000160049	DFFA	8.627	6.496	-2.015	under-represented in TruSeq	0	1436
TruSeq vs prime-seq	ENSG00000160062	ZBTB8A	5.228	2.955	-2.157	under-represented in TruSeq	0	4549
TruSeq vs prime-seq	ENSG00000160113	NR2F6	7.898	5.139	-2.643	under-represented in TruSeq	0	2382
TruSeq vs prime-seq	ENSG00000160124	MIX23	5.221	7.665	2.559	over-represented in TruSeq	0	601
TruSeq vs prime-seq	ENSG00000160194	NDUFV3	7.442	5.245	-2.081	under-represented in TruSeq	0	2685
TruSeq vs prime-seq	ENSG00000160201	U2AF1	7.432	9.498	2.181	over-represented in TruSeq	0	1096
TruSeq vs prime-seq	ENSG00000160213	CSTB	6.292	9.057	2.881	over-represented in TruSeq	0	613
TruSeq vs prime-seq	ENSG00000160551	TAOK1	6.978	4.099	-2.764	under-represented in TruSeq	0	12594
TruSeq vs prime-seq	ENSG00000160741	CRTC2	2.508	5.87	3.478	over-represented in TruSeq	0	1275
TruSeq vs prime-seq	ENSG00000160932	LY6E	5.244	7.521	2.392	over-represented in TruSeq	0	1131
TruSeq vs prime-seq	ENSG00000160991	ORAI2	6.048	3.508	-2.425	under-represented in TruSeq	0	8490
TruSeq vs prime-seq	ENSG00000161847	RAVER1	2.938	6.352	3.53	over-represented in TruSeq	0	1325
TruSeq vs prime-seq	ENSG00000161956	SENP3	4.112	7.26	3.264	over-represented in TruSeq	0	1194
TruSeq vs prime-seq	ENSG00000162337	LRP5	2.844	4.756	2.028	over-represented in TruSeq	0	3752
TruSeq vs prime-seq	ENSG00000162385	MAGOH	6.664	8.631	2.082	over-represented in TruSeq	0	634
TruSeq vs prime-seq	ENSG00000162408	NOL9	6.153	4.011	-2.026	under-represented in TruSeq	0	1498
TruSeq vs prime-seq	ENSG00000162409	PRKAA2	7.239	3.742	-3.382	under-represented in TruSeq	0	9355
TruSeq vs prime-seq	ENSG00000162599	NFIA	8.052	2.825	-5.111	under-represented in TruSeq	0	6705
TruSeq vs prime-seq	ENSG00000162695	SLC30A7	5.691	3.225	-2.35	under-represented in TruSeq	0	6906
TruSeq vs prime-seq	ENSG00000162702	ZNF281	7.484	4.838	-2.531	under-represented in TruSeq	0	4359
TruSeq vs prime-seq	ENSG00000162733	DDR2	5.79	2.785	-2.89	under-represented in TruSeq	0	6371
TruSeq vs prime-seq	ENSG00000162736	NCSTN	4.051	6.347	2.411	over-represented in TruSeq	0	2855
TruSeq vs prime-seq	ENSG00000162851	TFB2M	1.951	4.222	2.387	over-represented in TruSeq	0	1784
TruSeq vs prime-seq	ENSG00000162924	REL	5.832	2.718	-2.999	under-represented in TruSeq	0	10038
TruSeq vs prime-seq	ENSG00000163125	RPRD2	6.624	4.391	-2.117	under-represented in TruSeq	0	6444
TruSeq vs prime-seq	ENSG00000163138	PACRGL	2.685	4.805	2.235	over-represented in TruSeq	0	1829
TruSeq vs prime-seq	ENSG00000163170	BOLA3	6.059	8.198	2.255	over-represented in TruSeq	0	520
TruSeq vs prime-seq	ENSG00000163590	PPM1L	4.994	2.599	-2.279	under-represented in TruSeq	0	9905
TruSeq vs prime-seq	ENSG00000163635	ATXN7	5.594	3.429	-2.049	under-represented in TruSeq	0	3906
TruSeq vs prime-seq	ENSG00000163644	PPM1K	6.307	4.157	-2.034	under-represented in TruSeq	0	3099
TruSeq vs prime-seq	ENSG00000163714	U2SURP	10.125	7.974	-2.035	under-represented in TruSeq	0	3239
TruSeq vs prime-seq	ENSG00000163848	ZNF148	6.614	3.92	-2.578	under-represented in TruSeq	0	2987
TruSeq vs prime-seq	ENSG00000163932	PRKCD	2.403	5.263	2.975	over-represented in TruSeq	0	2319
TruSeq vs prime-seq	ENSG00000164066	INTU	5.811	2.795	-2.901	under-represented in TruSeq	0	8729
TruSeq vs prime-seq	ENSG00000164080	RAD54L2	6.479	3.543	-2.82	under-represented in TruSeq	0	8855
TruSeq vs prime-seq	ENSG00000164114	MAP9	6.301	4.168	-2.017	under-represented in TruSeq	0	4914
TruSeq vs prime-seq	ENSG00000164172	MOCS2	4.936	6.988	2.168	over-represented in TruSeq	0	1186
TruSeq vs prime-seq	ENSG00000164190	NIPBL	7.279	4.365	-2.798	under-represented in TruSeq	0	7850
TruSeq vs prime-seq	ENSG00000164292	RHOBTB3	7.105	4.871	-2.118	under-represented in TruSeq	0	4783
TruSeq vs prime-seq	ENSG00000164366	CCDC127	5.712	2.881	-2.715	under-represented in TruSeq	0	1255
TruSeq vs prime-seq	ENSG00000164442	CITED2	2.685	4.968	2.398	over-represented in TruSeq	0	1994
TruSeq vs prime-seq	ENSG00000164684	ZNF704	5.717	3.022	-2.579	under-represented in TruSeq	0	13953
TruSeq vs prime-seq	ENSG00000164741	DLC1	5.859	3.691	-2.053	under-represented in TruSeq	0	3259
TruSeq vs prime-seq	ENSG00000165175	MID1IP1	4.289	6.239	2.065	over-represented in TruSeq	0	2656
TruSeq vs prime-seq	ENSG00000165288	BRWD3	5.645	3.328	-2.202	under-represented in TruSeq	0	8843
TruSeq vs prime-seq	ENSG00000165525	NEMF	8.016	5.537	-2.364	under-represented in TruSeq	0	2366
TruSeq vs prime-seq	ENSG00000165572	KBTBD6	6.114	3.232	-2.766	under-represented in TruSeq	0	5234
TruSeq vs prime-seq	ENSG00000165632	TAF3	7.463	3.61	-3.737	under-represented in TruSeq	0	4869
TruSeq vs prime-seq	ENSG00000165698	SPACA9	4.553	2.099	-2.338	under-represented in TruSeq	0	1342
TruSeq vs prime-seq	ENSG00000165792	METTL17	4.656	6.879	2.338	over-represented in TruSeq	0	1416
TruSeq vs prime-seq	ENSG00000165915	SLC39A13	1.934	4.421	2.603	over-represented in TruSeq	0	2047
TruSeq vs prime-seq	ENSG00000166004	CEP295	6.408	3.899	-2.393	under-represented in TruSeq	0	5185
TruSeq vs prime-seq	ENSG00000166025	AMOTL1	6.732	4.124	-2.492	under-represented in TruSeq	0	8719
TruSeq vs prime-seq	ENSG00000166326	TRIM44	7.375	4.34	-2.919	under-represented in TruSeq	0	7252
TruSeq vs prime-seq	ENSG00000166333	ILK	4.47	6.462	2.108	over-represented in TruSeq	0	1545
TruSeq vs prime-seq	ENSG00000166484	MAPK7	2.418	4.672	2.37	over-represented in TruSeq	0	2009
TruSeq vs prime-seq	ENSG00000166507	NDST2	2.559	4.857	2.414	over-represented in TruSeq	0	2516
TruSeq vs prime-seq	ENSG00000166669	ATF7IP2	2.434	4.506	2.187	over-represented in TruSeq	0	753
TruSeq vs prime-seq	ENSG00000166822	TMEM170A	6.342	4.082	-2.145	under-represented in TruSeq	0	3364
TruSeq vs prime-seq	ENSG00000166860	ZBTB39	4.967	2.612	-2.239	under-represented in TruSeq	0	6268
TruSeq vs prime-seq	ENSG00000166908	PIP4K2C	2.356	5.101	2.861	over-represented in TruSeq	0	2589
TruSeq vs prime-seq	ENSG00000166963	MAP1A	4.822	2.597	-2.108	under-represented in TruSeq	0	10307
TruSeq vs prime-seq	ENSG00000166997	CNPY4	2.522	4.661	2.255	over-represented in TruSeq	0	1268
TruSeq vs prime-seq	ENSG00000167378	IRGQ	5.128	2.99	-2.023	under-represented in TruSeq	0	8219
TruSeq vs prime-seq	ENSG00000167522	ANKRD11	9.719	6.123	-3.481	under-represented in TruSeq	0	3390
TruSeq vs prime-seq	ENSG00000167615	LENG8	2.953	5.762	2.925	over-represented in TruSeq	0	4224
TruSeq vs prime-seq	ENSG00000167774		2.28	5.973	3.809	over-represented in TruSeq	0	580
TruSeq vs prime-seq	ENSG00000167863	ATP5PD	6.808	8.997	2.305	over-represented in TruSeq	0	608
TruSeq vs prime-seq	ENSG00000168005	SPINDOC	3.334	6.32	3.101	over-represented in TruSeq	0	1728
TruSeq vs prime-seq	ENSG00000168172	HOOK3	6.774	3.552	-3.106	under-represented in TruSeq	0	8140
TruSeq vs prime-seq	ENSG00000168255	POLR2J3	4.856	7.11	2.37	over-represented in TruSeq	0	1307
TruSeq vs prime-seq	ENSG00000168303	MPLKIP	7.217	3.413	-3.689	under-represented in TruSeq	0	7627
TruSeq vs prime-seq	ENSG00000168439	STIP1	6.956	9.233	2.393	over-represented in TruSeq	0	1880
TruSeq vs prime-seq	ENSG00000168461	RAB31	7.075	4.514	-2.445	under-represented in TruSeq	0	3840
TruSeq vs prime-seq	ENSG00000168802	CHTF8	2.912	5.834	3.038	over-represented in TruSeq	0	888
TruSeq vs prime-seq	ENSG00000169021	UQCRFS1	8.87	5.04	-3.714	under-represented in TruSeq	0	3086
TruSeq vs prime-seq	ENSG00000169118	CSNK1G1	4.983	2.814	-2.054	under-represented in TruSeq	0	3551
TruSeq vs prime-seq	ENSG00000169155	ZBTB43	5.823	2.81	-2.897	under-represented in TruSeq	0	5915
TruSeq vs prime-seq	ENSG00000169379	ARL13B	7.035	4.206	-2.713	under-represented in TruSeq	0	2640
TruSeq vs prime-seq	ENSG00000169515	CCDC8	6.106	3.596	-2.395	under-represented in TruSeq	0	3236
TruSeq vs prime-seq	ENSG00000169592	INO80E	5.572	7.581	2.125	over-represented in TruSeq	0	947
TruSeq vs prime-seq	ENSG00000169635	HIC2	7.384	4.385	-2.883	under-represented in TruSeq	0	6819
TruSeq vs prime-seq	ENSG00000169641	LUZP1	6.429	3.908	-2.406	under-represented in TruSeq	0	4999
TruSeq vs prime-seq	ENSG00000169895	SYAP1	8.022	5.748	-2.158	under-represented in TruSeq	0	4743
TruSeq vs prime-seq	ENSG00000169905	TOR1AIP2	6.859	4.426	-2.317	under-represented in TruSeq	0	6957
TruSeq vs prime-seq	ENSG00000169925	BRD3	7.698	4.715	-2.868	under-represented in TruSeq	0	4892
TruSeq vs prime-seq	ENSG00000169957	ZNF768	4.513	6.986	2.588	over-represented in TruSeq	0	2011
TruSeq vs prime-seq	ENSG00000169967	MAP3K2	5.999	3.393	-2.491	under-represented in TruSeq	0	8827
TruSeq vs prime-seq	ENSG00000169976	SF3B5	7.018	9.025	2.123	over-represented in TruSeq	0	690
TruSeq vs prime-seq	ENSG00000170043	TRAPPC1	4.673	8.337	3.78	over-represented in TruSeq	0	746
TruSeq vs prime-seq	ENSG00000170153	RNF150	5.53	2.729	-2.686	under-represented in TruSeq	0	9108
TruSeq vs prime-seq	ENSG00000170264	FAM161A	6.213	3.63	-2.467	under-represented in TruSeq	0	2789
TruSeq vs prime-seq	ENSG00000170425	ADORA2B	6.507	4.264	-2.127	under-represented in TruSeq	0	1527
TruSeq vs prime-seq	ENSG00000170439	TMT1B	5.141	3.019	-2.007	under-represented in TruSeq	0	1316
TruSeq vs prime-seq	ENSG00000170604	IRF2BP1	2.728	5.371	2.759	over-represented in TruSeq	0	2534
TruSeq vs prime-seq	ENSG00000170776	AKAP13	6.646	3.447	-3.083	under-represented in TruSeq	0	8755
TruSeq vs prime-seq	ENSG00000170837	GPR27	2.824	4.785	2.077	over-represented in TruSeq	0	2642
TruSeq vs prime-seq	ENSG00000170860	LSM3	8.874	6.435	-2.324	under-represented in TruSeq	0	3359
TruSeq vs prime-seq	ENSG00000171105	INSR	5.133	2.613	-2.405	under-represented in TruSeq	0	5127
TruSeq vs prime-seq	ENSG00000171148	TADA3	4.115	6.331	2.332	over-represented in TruSeq	0	1528
TruSeq vs prime-seq	ENSG00000171224	FAM241B	3.422	5.372	2.066	over-represented in TruSeq	0	1042
TruSeq vs prime-seq	ENSG00000171316	CHD7	8.146	4.818	-3.212	under-represented in TruSeq	0	7343
TruSeq vs prime-seq	ENSG00000171365	CLCN5	5.234	2.816	-2.302	under-represented in TruSeq	0	7814
TruSeq vs prime-seq	ENSG00000171466	ZNF562	6.084	3.715	-2.254	under-represented in TruSeq	0	4661
TruSeq vs prime-seq	ENSG00000171475	WIPF2	6.558	4.398	-2.044	under-represented in TruSeq	0	5224
TruSeq vs prime-seq	ENSG00000171530	TBCA	7.26	9.522	2.378	over-represented in TruSeq	0	566
TruSeq vs prime-seq	ENSG00000171634	BPTF	8.659	5.818	-2.725	under-represented in TruSeq	0	4989
